DATETIME, L_T1 , L_T2 , L_T3 , L_T4 , L_T5 , L_T6 , L_T7 , F_PU1 , S_PU1 , F_PU2 , S_PU2 , F_PU3 , S_PU3 , F_PU4 , S_PU4 , F_PU5 , S_PU5 , F_PU6 , S_PU6 , F_PU7 , S_PU7 , F_PU8 , S_PU8 , F_PU9 , S_PU9 , F_PU10 , S_PU10 , F_PU11 , S_PU11 , F_V2 , S_V2 , P_J280 , P_J269 , P_J300 , P_J256 , P_J289 , P_J415 , P_J302 , P_J306 , P_J307 , P_J317 , P_J14 , P_J422 , ATT_FLAG 
18/05/16 04,3.603041172,0.661668658,5.260273933,4.570994854,3.647709608,4.951610088,2.645014763,118.6666718,1,0,0,0,0,0,0,0,0,0,0,0,0,36.09148407,1,0,0,0,0,0,0,67.05724335,1,2.989948034,22.51845551,28.76557159,78.16027069,28.76557159,55.73638153,25.39426231,85.38974762,25.39426231,59.80365372,31.03846169,30.13846207,1
18/05/16 05,3.141796112,1.236353874,5.260265827,2.828401804,3.804162502,5.18510437,3.268908024,113.7732468,1,0,0,0,0,0,0,0,0,0,0,49.62253571,1,0,0,0,0,33.2265358,1,0,0,95.46087646,1,2.990702152,25.32265091,27.5879631,74.76652527,27.54801178,85.62043762,28.13831711,65.59355927,28.00963211,66.84751892,30.21234131,29.31234169,1
18/05/16 06,3.076640844,1.712394118,4.959934235,3.150528193,3.767321348,5.179709911,2.642421246,119.1264114,1,0,0,0,0,0,0,0,0,0,0,50.53033829,1,0,0,0,0,32.25017929,1,0,0,77.11679077,1,2.989875793,22.25284576,27.08298302,74.23356628,27.04166603,83.33727264,25.5700016,62.16464233,25.44823074,67.83347321,29.59876442,28.6987648,1
18/05/16 07,2.675904512,1.980908155,4.648656845,2.597384453,2.936146736,5.36052084,2.704166651,119.7076721,1,0,0,0,0,0,0,0,0,0,0,47.2517395,1,0,0,0,0,29.58802032,1,0,0,72.25852203,1,2.989784002,21.91649818,27.31360817,70.75094604,27.27711868,89.75134277,25.57517815,64.73614502,25.47136497,76.78225708,29.78042793,28.88042641,1
18/05/16 08,2.298075676,2.242260695,4.211641312,3.610310555,2.936139584,5.492531776,4.810294151,116.8716049,1,0,0,0,0,0,0,0,0,0,0,44.63690186,1,0,0,0,0,0,0,0,0,80.15649414,1,2.990227699,23.5520153,28.04890823,65.93869019,28.01606941,94.952034,29.44735527,64.73613739,29.44735527,55.38718033,30.54352379,29.64352226,1
18/05/16 09,2.182771444,2.69399929,3.640132666,4.69999361,2.936132431,5.022551537,2.575914145,118.3649673,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.90880966,1,2.989995241,22.69256401,29.98446274,75.95933533,29.98446274,70.77565765,28.88533974,59.75462723,28.88533974,58.77125168,32.20942307,31.30942345,1
18/05/16 10,1.885017157,3.240993261,3.52435112,4.118867397,1.915031552,5.208020687,2.932746172,119.7074585,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.68704987,1,0,0,47.50431442,1,2.989784002,21.91662216,29.88022804,72.67336273,29.88022804,67.56967926,25.1816597,62.89512634,25.063797,69.42772675,32.06681442,31.16681671,1
18/05/16 11,1.578594804,3.726976156,3.207342148,3.092396736,1.52958107,5.49101162,3.414447546,114.9650955,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.71235275,1,0,0,57.90997696,1,2.990520954,24.64355469,31.09258461,72.69818115,31.09258461,52.88454819,26.98351669,57.6596756,26.8584938,67.58294678,33.32197189,32.42197418,1
18/05/16 12,1.623236775,3.892191648,3.118623972,2.492287397,0.434540391,5.5,3.194090128,119.4802322,1,0,0,0,0,37.80159378,1,0,0,0,0,50.39305115,1,0,0,0,0,32.43388748,1,0,0,63.5295372,1,2.989820004,22.0481739,27.75284958,84.82810211,27.83436012,84.40196228,25.11898232,59.6425972,24.995924,66.72611237,30.66074562,29.760746,1
18/05/16 13,1.272272706,3.5951581,3.462972403,2.566893816,0.284402609,5.421711922,2.510052443,122.1102142,1,0,0,0,0,37.42472839,1,0,0,0,0,49.25286484,1,35.65310287,1,0,0,30.40458107,1,0,0,52.73983765,1,2.989401102,20.52010345,27.08244324,84.85945892,27.16340637,85.94844818,16.76601601,77.60140991,16.65683556,65.34471893,29.92307472,29.0230751,-999
18/05/16 14,0.931480229,3.311703205,3.80131197,3.013471127,0.35105297,5.295562744,1.809263349,100.0739822,1,100.094017,1,0,0,34.67855453,1,0,0,0,0,50.78240967,1,36.07807541,1,0,0,30.60216141,1,0,0,69.51146698,1,2.973528385,32.92249298,27.4902153,90.13768768,27.55303764,83.34623718,18.00886536,78.09072876,17.89836693,65.93644714,30.3800087,29.48000908,-999
18/05/16 15,0.727297783,3.142372608,4.312186241,2.467242002,0.424701929,5.320645809,1.575473309,97.56436157,1,97.58364868,1,0,0,30.93677521,1,0,0,0,0,47.95275116,1,33.18234253,1,0,0,31.06271362,1,0,0,79.22168732,1,2.974744797,34.2805748,27.6269455,96.22880554,27.67404747,88.88237,19.73514557,84.7509079,19.6215477,66.12187958,30.4815464,29.58154678,-999
18/05/16 16,0.741872132,3.148444891,4.980126858,3.365260601,1.437130809,5.372724056,1.429585099,100.221489,1,100.2415619,1,0,0,36.74703979,1,0,0,0,0,50.23228836,1,35.21323395,1,0,0,28.56441498,1,0,0,70.06230927,1,2.973456144,32.84228897,27.27353477,86.29219818,27.34902954,84.23397064,18.60895538,80.20601654,18.51169968,72.97068787,30.19461632,29.29461479,-999
18/05/16 17,0.556823015,2.990812302,5.270040035,3.182348967,1.761531711,5.5,3.315132141,100.2400208,1,100.2601013,1,0,0,0,0,0,0,0,0,50.77279663,1,33.21815109,1,0,0,28.37820244,1,0,0,67.00399017,1,2.973447084,32.83221054,28.02461052,72.23423004,27.98292542,83.79527283,19.06690979,84.01747894,18.97082901,73.99082184,30.48777008,29.58777046,-999
18/05/16 18,0.393257558,3.154702425,4.863874435,2.787650824,2.603727341,5.5,4.357515812,99.70804596,1,99.72796631,1,0,0,0,0,0,0,0,0,46.25065613,1,32.33111572,1,0,0,29.58442879,1,0,0,66.57935333,1,2.973707438,33.12128448,28.33475304,66.59090424,28.29968262,92.53113556,19.19013405,85.56038666,19.08634567,70.40838623,30.76554108,29.86554146,-999
18/05/16 19,0.284867197,3.364214182,4.292365551,4.087606907,3.564923286,5.5,4.590446949,97.98012543,1,97.99953461,1,0,0,0,0,0,0,0,0,50.72819901,1,34.96107483,1,0,0,30.65708542,1,0,0,71.41218567,1,2.974545002,34.05643845,28.52540779,71.2544632,28.48379326,84.38890839,18.95522881,80.99596405,18.84436417,66.70181274,31.01112556,30.11112404,-999
18/05/16 20,0.316771209,3.578382015,3.886122942,3.541166306,3.731305122,5.448572636,3.798732758,98.3584671,1,98.37799072,1,0,0,0,0,0,0,0,0,50.36611938,1,34.45561218,1,0,0,30.7757206,1,0,0,68.75704956,1,2.974362612,33.85218048,28.67334938,71.51207733,28.63228035,85.2543335,18.91499329,81.81930542,18.80333138,66.26571655,31.14263725,30.24263763,-999
18/05/16 21,0.336690575,3.77228117,3.505071163,3.590778112,3.887741566,5.380193233,3.061218262,98.47642517,1,98.49597931,1,0,0,0,0,0,0,0,0,48.21675873,1,0,0,0,0,29.58363724,1,0,0,67.7745285,1,2.97430563,33.78843689,28.91597366,65.23210144,28.87809372,89.60151672,25.7355938,60.0178299,25.63182259,76.96725464,31.36566162,30.4656601,-999
18/05/16 22,0.473397881,3.943776608,3.040943146,4.429760933,2.792700529,5.499995232,5,95.15847778,1,95.17705536,1,0,0,38.0318985,1,0,0,0,0,49.0580864,1,0,0,0,0,0,0,0,0,86.94495392,1,2.975886106,35.57084656,28.30215645,84.94457245,28.38704872,87.53844452,29.6714344,58.92279434,29.6714344,53.06238937,31.32960892,30.4296093,-999
18/05/16 23,0.847968161,4.273731232,3.404716969,3.604244709,1.69765985,4.957674503,2.383848429,95.64455414,1,95.66327667,1,0,0,38.5042572,1,0,0,0,0,0,0,0,0,0,0,30.13583183,1,0,0,73.59645844,1,2.975657463,35.31110001,29.96818542,85.71337128,30.09506035,59.29756165,27.12662506,57.82775116,27.0196209,76.9096756,32.5165062,31.61650467,-999
19/05/16 00,0.963706911,4.298024654,3.75963378,2.93168211,1.570575476,5.496091843,4.213954449,99.73660278,1,99.75653076,1,0,0,33.23290253,1,0,0,0,0,51.10669708,1,33.8380928,1,0,0,30.66628838,1,0,0,63.99212265,1,2.973693371,33.10578537,28.37277031,93.41339874,28.42717171,83.56794739,18.75774765,82.69651794,18.64682198,66.47429657,31.21479225,30.31479263,-999
19/05/16 01,0.793311298,4.084092617,4.363674641,2.448865652,2.264221191,5.430642605,3.440397263,94.84198761,1,94.860466,1,0,0,31.54190445,1,0,0,0,0,49.10108185,1,34.81440735,1,0,0,30.71952438,1,0,0,83.57260132,1,2.976034403,35.73972321,28.55695152,96.24869537,28.60546494,87.6756134,20.65716362,82.95006561,20.54587936,68.19517517,31.45847321,30.55847359,-999
19/05/16 02,0.983019054,4.120821953,5.028409481,3.144059896,2.837712526,5.5,3.733988523,97.38578033,1,97.40501404,1,0,0,35.51734924,1,0,0,0,0,50.73090363,1,35.67173386,1,0,0,30.86950684,1,0,0,73.9454422,1,2.974830389,34.37674332,28.36893845,89.57400513,28.43656921,84.3327713,19.37016106,80.17375183,19.25787354,66.4105835,31.29574203,30.39574242,-999
19/05/16 03,0.989820182,4.129279613,5.135623455,2.987201691,2.898874044,5.420762539,3.000402689,98.05738068,1,98.07680511,1,0,0,0,0,0,0,0,0,47.80181885,1,32.18312454,1,0,0,30.13571548,1,0,0,67.50719452,1,2.974507809,34.01475525,29.28016663,72.70201111,29.24288559,90.72597504,20.1205368,86.72516632,20.01313782,69.57582092,31.72574234,30.82574272,-999
19/05/16 04,0.962135315,4.333850384,4.752254486,4.027392387,3.940217257,5.5,3.864716053,98.71815491,1,98.73777771,1,0,0,0,0,0,0,0,0,49.77157211,1,33.50299835,1,0,0,25.32416725,1,0,0,64.15773773,1,2.974188805,33.65773392,29.32962227,77.48157501,29.28944778,87.07368469,20.65626144,85.12890625,20.57844162,83.98588562,31.7717762,30.87177658,-999
19/05/16 05,1.060614586,4.513726711,4.692486763,4.377838612,3.854584694,5.437875748,4.884665966,94.1445694,1,94.16284943,1,0,0,0,0,0,0,0,0,48.99245071,1,0,0,0,0,0,0,0,0,82.28161621,1,2.976359844,36.1111412,30.1838398,77.554039,30.14482307,89.42041779,30.42800903,65.65458679,30.42800903,56.41306305,32.71934128,31.81934166,-999
19/05/16 06,1.479927897,5.169699669,4.66576004,3.700241327,3.854576588,5.00398159,2.812480688,92.54990387,1,92.56772614,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.52141571,1,2.977096081,36.95669937,33.31350708,74.35085297,33.31350708,53.49246979,31.43479156,62.15927124,31.43479156,59.80380249,35.58874893,34.68875122,-999
19/05/16 07,1.925534368,5.282273293,4.374080181,2.505817175,3.011262417,5.167528629,3.205339193,95.35935974,1,95.37799835,1,0,0,0,0,0,0,0,0,49.95352936,1,0,0,0,0,31.91621971,1,0,0,0,0,2.975791693,35.4635582,28.29822159,72.89511871,28.25777435,85.6883316,27.50972366,60.38171387,27.39027786,70.95482635,38.51676559,29.67310524,-999
19/05/16 08,2.16356349,4.753325939,4.029436588,2.858393669,2.052881718,5.5,3.969162941,92.89704895,1,92.9149704,1,0,0,0,0,0,0,0,0,47.74755096,1,0,0,0,0,33.15523529,1,0,0,0,0,2.976936579,36.77307129,27.92848015,65.75646973,27.89127922,89.47261047,28.57991028,58.18297577,28.45173645,67.55344391,40.00988388,29.28852844,-999
19/05/16 09,2.429722071,4.248633862,3.457927942,3.786319494,1.546313763,5.469107628,3.288213015,88.44366455,1,88.46031189,1,0,0,0,0,0,0,0,0,50.34217453,1,35.10015488,1,0,0,32.12792969,1,0,0,0,0,2.978942394,39.10995865,27.23591805,74.46363068,27.19488525,83.86392975,23.88732529,85.69371033,23.76640701,66.58531952,42.36133194,28.61347198,-999
19/05/16 10,2.865261555,3.714213371,3.238714457,3.223439455,2.412504196,5.416426659,2.63189888,90.94528198,1,90.96263885,1,0,0,0,0,0,0,0,0,48.35694504,1,36.89139557,1,0,0,31.83657837,1,0,0,0,0,2.977826118,37.80229568,26.84600449,68.57525635,26.80791855,87.27258301,22.3621254,80.9779892,22.24323082,66.08646393,40.95964813,28.21009445,-999
19/05/16 11,3.171385527,3.111958027,2.990864038,3.80991745,2.514132261,5.331778049,1.992108703,92.46751404,1,92.48531342,1,0,0,35.95028687,1,0,0,0,0,48.31930542,1,36.2131424,1,0,0,30.5859642,1,0,0,0,0,2.977133751,37.00024796,22.77443886,83.21948242,22.84813881,83.38233948,22.22485352,82.06502533,22.11446381,70.20609283,40.18861389,24.56313515,-999
19/05/16 12,3.394387722,2.220093727,3.289321423,3.481390953,2.831691504,5.5,3.060429573,94.66999817,1,94.68843842,1,0,0,35.49466324,1,0,0,0,0,48.37651443,1,32.90888596,1,0,0,30.63728523,1,0,0,0,0,2.976114988,35.83150864,21.93084908,83.17544556,22.00185776,82.4302597,22.10719872,87.57348633,21.9964695,69.92168427,39.10154343,23.71268082,-999
19/05/16 13,3.478694677,1.331921339,3.576649427,2.850988626,3.894615889,5.5,3.352278948,91.22786713,1,91.24530792,1,0,0,34.52076721,1,0,0,0,0,42.51948929,1,34.20386124,1,0,0,26.685009,1,0,0,0,0,2.977698326,37.65376663,21.80234528,84.71672821,21.87597656,92.1364975,24.45803833,87.77218628,24.37229729,84.20544434,41.03757095,23.50841904,-999
19/05/16 14,3.925625324,0.519791722,3.920753717,4.27716589,3.824608326,5.462127686,4.798357487,86.60903168,1,86.62516785,1,0,0,34.01597214,1,0,0,0,0,44.9735527,1,0,0,0,0,0,0,0,0,0,0,2.979744196,40.06061935,20.78331947,84.54219055,20.85087395,87.23493195,35.60323715,65.6246109,35.60323715,55.70981216,44.60725403,22.50614357,-999
19/05/16 15,4.093552589,1.066696048,4.313865185,3.915300846,3.824600458,5.003078461,2.615721464,94.71086121,1,94.72930908,1,0,0,34.17273712,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.50750732,1,2.976095676,35.80963135,28.5847187,92.08285522,28.68643379,53.70748901,31.74950981,59.95439529,31.74950981,58.85381317,31.22689629,30.32689667,-999
19/05/16 16,4.069573879,1.514374971,4.856221199,2.502191067,2.72955966,5.205993652,3.022607088,96.58990479,1,96.60889435,1,0,0,35.44099045,1,0,0,0,0,50.45665741,1,0,0,0,0,32.73923492,1,0,0,102.5787125,1,2.975209951,34.80457306,26.13692284,87.47641754,26.20453262,82.64624023,28.05459976,59.93595886,27.92938995,68.55921936,29.24213409,28.34213257,-999
19/05/16 17,3.882639408,1.658729434,5.249916077,2.030869484,1.752173901,5.420957565,3.156872272,97.23758698,1,97.2567749,1,0,0,34.58586884,1,0,0,36.11932373,1,36.09560394,1,0,0,0,0,33.07056046,1,0,0,100.6190872,1,2.974901199,34.45649719,25.76196289,88.56638336,25.78592491,104.6028748,27.59396362,60.8474884,27.46639442,66.88074493,29.09896851,28.19896698,-999
19/05/16 18,3.614621401,1.853413701,4.931835651,2.964811087,1.592785835,5.364794731,2.501347303,98.08578491,1,98.10522461,1,0,0,0,0,0,0,31.20069313,1,31.17785645,1,34.04901886,1,0,0,30.86105537,1,0,0,89.46829987,1,2.974494219,33.99942398,27.15371513,66.65885925,27.09268379,111.0215073,20.47421646,84.06265259,20.36198044,67.53961945,29.83465195,28.93465233,-999
19/05/16 19,3.322787523,2.215114832,4.360327244,4.489930153,2.392798662,5.5,2.702891111,94.70178986,1,94.7202301,1,0,0,0,0,0,0,0,0,0,0,36.72037888,1,0,0,29.3386097,1,0,0,75.43754578,1,2.976099968,35.81446457,31.0754261,69.13738251,31.0754261,54.28212357,21.86387253,80.78268433,21.76167488,73.85352325,33.39288712,32.4928894,-999
19/05/16 20,3.293768167,2.878141403,3.879196405,2.817455769,2.487760782,5.5,3.737485647,94.57452393,1,94.59293365,1,0,0,0,0,0,0,0,0,51.19886398,1,35.98827362,1,0,0,26.05439949,1,0,0,91.23522949,1,2.976159334,35.88228226,28.8788147,69.02001953,28.83648109,83.79065704,22.9304924,83.1570816,22.84849739,84.39444733,31.48579597,30.58579636,-999
19/05/16 21,3.345320702,3.300727129,3.409822226,2.494836807,2.98024559,5.446277618,4.919225693,97.29198456,1,97.31118774,1,0,0,0,0,0,0,0,0,50.34815979,1,37.7872467,1,0,0,0,0,0,0,81.95814514,1,2.974875212,34.42722702,28.88404274,65.13687134,28.84300232,85.49929047,26.71613884,83.60115814,26.71613884,51.47928619,31.42684937,30.52684975,-999
19/05/16 22,3.190121412,3.527886629,3.098908186,2.783648491,3.260905504,4.86077261,2.093153715,96.97632599,1,96.99543762,1,0,0,36.58161163,1,0,0,0,0,44.96499252,1,34.35745239,1,0,0,28.72830772,1,0,0,85.49298096,1,2.975025892,34.59700012,27.97061729,87.2883606,28.05272293,94.45084381,21.4921608,84.55485535,21.3938961,75.38343048,30.92101479,30.02101517,-999
19/05/16 23,3.004172802,3.567534447,3.537022114,4.297320366,3.929593086,5.397564888,3.932060719,98.30195618,1,98.32145691,1,0,0,37.68915558,1,0,0,0,0,49.60403442,1,35.49216461,1,0,0,30.24420357,1,0,0,79.41931152,1,2.97439003,33.88270569,27.86703491,85.15250397,27.94905472,86.05808258,19.97244263,81.08917999,19.86432648,69.07530975,30.84899139,29.94899178,-999
20/05/16 00,2.744955063,3.482127905,3.880397081,4.430636406,3.985822678,5.5,4.430932045,95.84111786,1,95.8598938,1,0,0,37.55036163,1,0,0,0,0,50.3720932,1,35.22270584,1,0,0,27.373312,1,0,0,89.311409,1,2.975564718,35.20592117,27.83659554,85.38056946,27.91663361,84.52563477,21.99760818,83.5740509,21.90772629,79.83176422,30.88544464,29.98544502,-999
20/05/16 01,2.911771536,3.539703369,4.221133232,3.872139215,3.301565886,5.380934238,4.452848434,91.71056366,1,91.72814178,1,0,0,37.59111023,1,0,0,0,0,47.04691696,1,0,0,0,0,0,0,0,0,105.5746613,1,2.977479219,37.39966965,28.28688431,85.75508118,28.37204742,91.21055603,32.19456863,59.43166351,32.19456863,54.37849426,31.41304207,30.51304245,-999
20/05/16 02,3.263136864,3.85252285,4.568053246,4.518362999,2.206525326,4.991344929,2.46727705,91.65648651,1,91.67404938,1,0,0,35.12738419,1,0,0,0,0,0,0,0,0,0,0,32.89762878,1,0,0,90.30786896,1,2.977503777,37.42816162,30.81243515,92.69953156,30.9194603,68.34047699,29.60424423,63.00951004,29.47790909,69.52855682,33.42316818,32.52316666,-999
20/05/16 03,3.545542955,4.433045864,5.127046585,3.543696642,1.778142571,5.279677391,2.957027197,95.72523499,1,95.74397278,1,0,0,32.09727859,1,0,0,0,0,0,0,0,0,0,0,31.89518738,1,0,0,75.27992249,1,2.975619316,35.26793671,30.63476944,97.47335815,30.7253418,62.4368515,28.28706551,63.57814407,28.16776657,71.80599213,33.1234169,32.22341919,-999
20/05/16 04,3.555056334,4.861207485,5.221601486,2.870820999,1.778134823,5.5,4.063529491,91.79451752,1,91.81212616,1,0,0,0,0,0,0,0,0,51.00892639,1,0,0,0,0,28.61783028,1,0,0,90.47776031,1,2.977441072,37.35542679,30.83205986,77.24395752,30.79001617,86.12815094,30.27811623,63.25046921,30.18052101,84.47756958,33.43275833,32.53275681,-999
20/05/16 05,3.880597115,5.299748898,5.076907158,3.148260355,1.54323256,5.454205036,4.801334858,96.09204102,1,96.11089325,1,0,0,0,0,0,0,0,0,51.87097168,1,0,0,0,0,0,0,0,0,76.17960358,1,2.975445986,35.07154846,30.57548332,77.97690582,30.53211403,84.10930634,31.31256866,59.96882629,31.31256866,61.39493179,33.09534836,32.19534683,-999
20/05/16 06,3.850415945,5.413648129,5.076899052,2.635396719,1.645339608,5.2488904,3.896364927,87.62319946,1,87.63962555,1,0,0,0,0,0,0,0,0,47.03653717,1,37.66666794,1,0,0,0,0,0,0,0,0,2.979302883,39.53598022,28.63883781,77.3184967,28.60265541,91.45995331,31.20726967,88.3188858,31.20726967,61.88443375,43.52376175,29.99422264,-999
20/05/16 07,4.31466341,4.916809559,4.953005314,3.813592434,2.528107882,5.118207455,3.774775743,89.41604614,1,89.43296814,1,0,0,0,0,0,0,0,0,44.66653824,1,38.10540009,1,0,0,0,0,0,0,0,0,2.97851181,38.60323334,28.30421829,76.45574951,28.27134514,95.16757965,30.4420414,86.72525024,30.4420414,61.6161232,42.54924774,29.64448738,-999
20/05/16 08,4.528914452,4.701371193,4.767010689,4.50018692,3.152336597,4.969029427,3.460069895,112.3973389,1,0,0,0,0,0,0,0,0,0,0,0,0,35.81559753,1,0,0,0,0,0,0,0,0,2.990909338,26.10346413,29.70137215,76.02364349,29.70137215,54.29242706,28.82944679,89.31549072,28.82944679,50.25860596,38.70893097,30.89137077,-999
20/05/16 09,4.477501392,4.566332817,4.563988209,2.664468288,3.981287718,4.643501282,1.736393571,113.8615494,1,0,0,0,0,0,0,0,0,0,0,50.88581467,1,0,0,0,0,33.55735779,1,0,0,0,0,2.990688801,25.27242661,27.5131588,77.46398926,27.47130203,83.05710602,28.5282402,65.77882385,28.39717102,65.9988327,38.11307907,28.89448357,-999
20/05/16 10,4.348861217,4.026175499,4.563980103,2.119873047,3.964421749,4.608300209,1.179710746,107.0111694,1,0,0,0,0,0,0,0,0,0,0,48.7598114,1,0,0,0,0,34.20924759,1,0,0,0,0,2.991699696,29.12704468,27.12903976,71.03614807,27.09036636,86.80426788,31.00607491,60.09451675,30.8702507,65.98562622,41.22192383,28.49582481,-999
20/05/16 11,4.634611607,3.510371447,4.139969349,2.769263744,2.869380951,4.877763271,1.360567331,113.2470551,1,0,0,0,0,0,0,0,0,0,0,47.93279266,1,0,0,0,0,26.14410591,1,26.10504532,1,0,0,2.990781546,25.62166023,26.6723938,77.03846741,26.63492584,87.87911987,25.36743927,64.66938019,25.0698452,86.35521698,38.33588409,28.03366661,-999
20/05/16 12,4.49267292,3.00346446,4.135329723,3.522834063,2.869373083,5.5,2.944688797,112.9976807,1,0,0,0,0,0,0,0,0,0,0,49.96701813,1,0,0,0,0,23.77546883,1,23.73801994,1,0,0,2.990819216,25.76319504,26.0184288,76.01049042,25.97796059,83.38258362,26.42397499,64.60514832,26.17439651,93.33274841,38.42459106,27.39340401,-999
20/05/16 13,4.452190876,2.472995758,3.978000164,2.947360754,2.771927595,5.5,3.628087044,113.8086777,1,0,0,0,0,0,0,0,0,0,0,49.81251907,1,0,0,0,0,29.65111923,1,0,0,0,0,2.990696669,25.30249977,25.49930191,71.90843964,25.45906639,83.16384125,29.13155556,64.54449463,29.02733231,80.13896942,38.14820862,26.87322044,-999
20/05/16 14,4.376206875,1.944498897,3.608989716,2.583175421,2.710366488,5.456462383,4.661187172,112.3245087,1,0,0,0,0,0,0,0,0,0,0,44.00519562,1,0,0,0,0,0,0,0,0,0,0,2.990920305,26.14470482,25.37573433,71.65475464,25.34375381,93.30078888,32.12621689,61.35919571,32.12621689,54.61790848,38.84320068,26.71191978,-999
20/05/16 15,4.512548923,1.48061192,3.244627953,4.061581612,1.912949681,4.963062763,2.326380491,111.8101883,1,0,0,0,0,0,0,0,0,0,0,47.09693146,1,0,0,0,0,32.47967148,1,0,0,0,0,2.990997076,26.43563461,24.70155334,69.98401642,24.66528511,87.41423798,29.43652344,63.51494217,29.31318855,70.91667938,38.9475975,26.0573349,-999
20/05/16 16,4.582952976,1.008800864,3.054552317,4.258677483,1.733981848,5.321362972,3.162353277,111.7002106,1,0,0,0,0,36.17139435,1,0,0,0,0,0,0,0,0,0,0,33.27060699,1,0,0,0,0,2.991013527,26.49778366,24.80460358,84.85740662,24.91761017,54.05088043,29.39032364,59.04576111,29.26132202,67.9352417,39.01499939,26.20929337,-999
20/05/16 17,4.528388023,0.406786054,3.396748304,2.715009451,1.67318058,5.431040287,2.91360116,116.8577805,1,0,0,0,0,36.63400269,1,0,0,0,0,49.90266418,1,33.00177002,1,0,0,29.51516151,1,0,0,99.7327652,1,2.990229845,23.5599575,24.93247795,84.15566254,25.00780487,82.5373764,21.24807739,86.54992676,21.14473724,72.68461609,28.03115463,27.13115311,-999
20/05/16 18,4.08275795,0.538972974,3.715137005,2.140803576,2.7420578,5.5,4.536900997,115.8406448,1,0,0,0,0,33.79453278,1,0,0,0,0,50.06631088,1,36.48518753,1,0,0,27.06361389,1,0,0,101.7994461,1,2.990386724,24.14307022,25.22672462,89.35153961,25.28574753,82.49595642,21.55442619,80.89211273,21.46641731,80.25788116,28.29520607,27.39520645,-999
20/05/16 19,3.782689333,0.637940645,4.209728241,2.203896284,2.880943537,5.383179665,4.365118027,119.478508,1,0,0,0,0,36.13219452,1,0,0,36.46834946,1,36.44456863,1,36.9534874,1,0,0,0,0,0,0,90.56417084,1,2.989820242,22.04917145,24.45497894,84.57752228,24.48627853,102.8945694,24.82839203,83.263237,24.82839203,51.02920151,27.76172066,26.86171913,-999
20/05/16 20,3.272659302,0.419623137,4.51426506,2.889667988,3.195616484,4.941093445,2.174815655,121.0899582,1,0,0,0,0,34.53042603,1,0,0,36.03319168,1,36.00948715,1,33.80266953,1,0,0,30.23750496,1,0,0,84.29969788,1,2.989564419,21.11430168,24.1605835,87.05909729,24.18458939,103.1014481,18.14518738,82.14121246,18.0371151,67.27054596,27.38593483,26.48593521,-999
20/05/16 21,2.72739768,0.210442349,4.910944462,3.49055028,3.670362949,5.142087936,2.430660725,117.8563004,1,0,0,0,0,35.89447403,1,0,0,0,0,45.88205719,1,32.57177734,1,0,0,31.17973709,1,0,0,95.40791321,1,2.990074635,22.98574829,24.80077744,85.3443985,24.87763214,89.73923492,20.12552643,86.12136841,20.0111351,66.11557007,27.81421089,26.91421127,-999
20/05/16 22,2.431885242,0.381790847,5.222386837,4.488328934,3.905709982,5.189394474,2.071680307,117.9626923,1,0,0,0,0,31.3346138,1,0,0,0,0,43.8932724,1,0,0,0,0,32.83006287,1,0,0,93.72769928,1,2.990058184,22.92446327,25.18635941,93.19216156,25.24115372,93.37299347,25.95947075,61.94396591,25.83361435,66.12976837,28.09766006,27.19766045,-999
20/05/16 23,2.212651253,1.057334661,5.136935711,4.547719002,3.028270483,5.126063824,1.499492645,116.7746124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.78742981,1,0,0,69.16362762,1,2.99024272,23.60770226,29.34421921,76.02438354,29.34421921,65.0403595,26.61755753,59.35051727,26.49200249,66.94354248,31.62789154,30.72789192,-999
21/05/16 00,2.049888611,1.774980783,4.910436153,3.174039125,1.953427076,5.249283314,1.484242797,118.3838348,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.70737457,1,0,0,60.8056221,1,2.98999238,22.68167877,29.36435699,67.04523468,29.36435699,68.31066895,25.77137566,63.62136459,25.64638901,66.38890839,31.60692978,30.70693016,-999
21/05/16 01,1.749195218,2.138550997,4.350286007,3.620337725,1.809615135,5.28494072,1.240776539,120.9820099,1,0,0,0,0,0,0,0,0,0,0,45.08643341,1,0,0,0,0,32.29387283,1,0,0,64.65725708,1,2.989581823,21.17706871,27.30288124,77.25028229,27.26942825,93.46689606,24.30253601,57.9397049,24.18045998,66.41007233,29.71674919,28.81674957,-999
21/05/16 02,1.302695155,2.397498369,4.350278854,4.444561005,1.533273339,5.304341316,1.079054832,117.7249222,1,0,0,0,0,0,0,0,0,0,0,0,0,33.24291229,1,0,0,30.84871292,1,0,0,57.12761688,1,2.990095139,23.06139946,29.70429611,74.35813904,29.70429611,71.93157959,19.90287018,84.8194809,19.79071808,67.00963593,31.93021774,31.03021812,1
