TIME,L_T1,L_T2,L_T3,L_T4,L_T5,L_T6,L_T7,F_PU1,S_PU1,F_PU2,S_PU2,F_PU3,S_PU3,F_PU4,S_PU4,F_PU5,S_PU5,F_PU6,S_PU6,F_PU7,S_PU7,F_PU8,S_PU8,F_PU9,S_PU9,F_PU10,S_PU10,F_PU11,S_PU11,F_V2,S_V2,P_J280,P_J269,P_J300,P_J256,P_J289,P_J415,P_J302,P_J306,P_J307,P_J317,P_J14,P_J422,ATT_FLAG
18/12/15 04,1.061215997,4.069283962,4.727185249,3.14786005,3.613093138,5.043945789,1.902191401,98.2243576,1,98.24383545,1,0,0,0,0,0,0,0,0,0,0,35.45511627,1,0,0,28.78987503,1,0,0,52.21763992,1,2.974427462,33.92461395,31.02240372,77.40419769,31.02240372,70.64785767,19.56014442,80.73641968,19.46145821,73.2399826,33.22748566,32.32748795,0
18/12/15 05,1.026551366,4.610135078,4.658136845,3.147842407,3.667795897,5.5,3.469841957,94.74934387,1,94.76779938,1,0,0,0,0,0,0,0,0,0,0,33.9009285,1,0,0,31.28574562,1,0,0,59.63424301,1,2.976077795,35.78911972,32.10788727,70.50743103,32.10788727,70.1086731,20.83456612,84.67137909,20.71945953,66.46879578,34.34506226,33.44506073,0
18/12/15 06,1.260607123,5.053740978,4.212412834,3.714249611,3.798193216,5.458425522,2.825226784,98.82514191,1,98.84480286,1,0,0,0,0,0,0,0,0,47.02996063,1,0,0,0,0,29.72331619,1,0,0,59.53253937,1,2.974137068,33.59984589,30.02674484,65.93946075,29.99057198,92.85826111,26.14542389,64.18550873,26.04074669,76.93731689,32.42880249,31.52880096,0
18/12/15 07,1.308556676,5.280538559,3.640904188,4.52845335,3.281122446,5.481201172,4.825614452,97.25775146,1,97.27694702,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.75247192,1,2.974891424,34.44564819,32.13337708,65.36795044,32.13337708,72.02845001,29.46190262,59.41121674,29.46190262,57.80797958,34.33255005,33.43255234,0
18/12/15 08,1.62960434,5.54848671,3.069395781,4.528435707,2.186081886,5.097567558,3.019425392,94.41740417,1,94.43576813,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.976232767,35.96595764,30.54848671,69.42305756,30.54848671,71.8055954,31.02225685,63.98608017,31.02225685,55.75775909,39.31484985,31.73848724,0
18/12/15 09,1.905222297,5.255712986,3.311813116,4.309288979,2.186074257,5.134345055,2.622201681,87.79496765,1,87.81143951,1,0,0,34.82978058,1,0,0,0,0,0,0,0,0,0,0,33.65472031,1,0,0,0,0,2.979227543,39.44690704,29.13292503,91.52326965,29.23829269,63.77212143,30.88030624,61.11376953,30.74853134,67.98308563,43.05696106,30.5230999,0
18/12/15 10,2.458443642,4.839318752,3.867997408,2.987910032,1.427584171,5.301261425,2.569819689,93.63269806,1,93.65083313,1,0,0,31.45073318,1,0,0,0,0,43.92809677,1,36.76325226,1,0,0,31.50839806,1,0,0,0,0,2.976597309,36.38311768,25.50125122,93.33141327,25.55659294,93.63314056,20.98565483,79.84914398,20.86902046,65.8503418,39.31450272,27.17458725,0
18/12/15 11,2.65818429,4.044813633,4.47344017,4.462488174,1.524197221,5.208257675,1.911007166,95.00512695,1,95.02365875,1,0,0,28.35160446,1,0,0,0,0,49.02110291,1,36.3580246,1,0,0,30.1242466,1,0,0,0,0,2.97595787,35.65270233,24.51150894,96.77419281,24.54442596,83.77142334,20.85825539,80.43634033,20.75093079,70.35068512,38.64880753,26.1892128,0
18/12/15 12,2.770631075,3.226049185,5.157566547,3.853952408,1.741359591,5.5,2.949973106,92.56708527,1,92.58490753,1,0,0,35.40002441,1,0,0,0,0,42.82868576,1,36.05475998,1,0,0,31.54779816,1,0,0,0,0,2.977088213,36.94762039,23.56427574,84.97357178,23.64244461,93.43391418,21.79395485,81.92105103,21.67705154,66.52281189,40.01064301,25.28714943,0
18/12/15 13,3.008135796,2.838863373,5.008563519,4.500059128,2.147346735,5.480632782,2.444149733,89.9985733,1,90.01566315,1,0,0,0,0,0,0,0,0,0,0,37.16599655,1,0,0,31.64533997,1,0,0,0,0,2.978251696,38.29869843,27.83886337,76.08274841,27.83886337,69.94760895,22.88697052,80.99700928,22.76939392,67.27783203,41.55011749,29.02886391,0
18/12/15 14,3.349579811,2.838865042,4.793665409,3.792218208,2.259013653,5.5,2.546673059,92.61233521,1,92.63017273,1,0,0,0,0,0,0,0,0,0,0,35.83583832,1,0,0,29.79746628,1,0,0,0,0,2.977067471,36.92376328,27.83886528,66.52069092,27.83886528,68.48440552,22.53166771,83.04174042,22.42649269,73.07655334,40.17019653,29.02886581,0
18/12/15 15,3.554290056,2.810834169,4.222156525,3.042699575,2.752078295,5.5,3.469774723,93.49195099,1,93.51004791,1,0,0,0,0,0,0,0,0,50.07636261,1,36.49797821,1,0,0,31.49022865,1,0,0,0,0,2.976662397,36.45780945,25.81774712,77.12215424,25.77711678,82.96817017,21.58447266,80.91512299,21.46796417,66.51435089,39.73514938,27.19347382,0
18/12/15 16,3.687598944,2.279215574,4.222148418,2.471704721,2.840352774,5.432034969,2.776849985,94.40660858,1,94.4249649,1,0,0,0,0,0,0,0,0,49.81193924,1,36.3771553,1,0,0,30.02323341,1,0,0,0,0,2.976237774,35.97170258,25.30556679,76.9325943,25.26533318,82.97122955,21.64805222,81.19129181,21.54139519,71.46710968,39.32396698,26.67948151,0
18/12/15 17,3.761280537,1.750920415,4.1588974,2.229608774,2.977160692,5.5,4.141635895,90.98340607,1,91.0007782,1,0,0,0,0,0,0,0,0,49.9824295,1,36.83075333,1,0,0,31.72243118,1,0,0,0,0,2.977808952,37.78226471,24.7647419,75.66815186,24.72425079,82.09835815,22.7538662,81.4802475,22.63576126,66.87743378,41.17776871,26.13982391,0
18/12/15 18,4.015155315,1.091753364,3.973371506,2.064300537,3.076644421,5.46548605,3.423134327,85.2414093,1,85.25717163,1,0,0,0,0,0,0,36.98493958,1,36.96107101,1,34.22003555,1,0,0,32.70176697,1,0,0,0,0,2.980332613,40.76462173,21.98933601,68.94280243,21.90570259,99.69761658,26.24516487,89.55431366,26.12021637,66.88309479,44.64465714,23.56162071,0
18/12/15 19,4.384415627,0.60299015,3.498427153,2.319553852,4.175474167,5.431425571,2.777364731,93.62751007,1,93.64563751,1,0,0,0,0,0,0,38.22851563,1,38.20444107,1,0,0,0,0,32.9996376,1,0,0,113.6749649,1,2.976599693,36.3858757,26.24099159,65.22546387,26.15207672,102.4030914,29.32871056,60.33363342,29.20166397,68.89065552,29.22350693,28.3235054,0
18/12/15 20,4.415846825,0.949829578,3.041730881,2.635505438,3.080433369,5.5,3.203835487,96.7634201,1,96.78246307,1,0,0,36.79023361,1,0,0,37.78470612,1,37.76070786,1,0,0,0,0,27.56210136,1,0,0,107.9803085,1,2.975127459,34.71139908,24.98428345,83.92455292,25.01388359,101.8241425,28.83221626,64.58763123,28.74118423,86.1297226,28.46215057,27.56215096,0
18/12/15 21,4.212999821,0.909192026,3.3634758,2.922515154,2.859373331,5.493318081,4.978506088,96.40923309,1,96.42817688,1,0,0,34.7428093,1,0,0,36.50881195,1,36.48502731,1,0,0,0,0,0,0,0,0,110.0378113,1,2.975295782,34.90150833,25.04280472,87.58118439,25.06603622,103.4265442,31.3565712,58.98946762,31.3565712,53.98557281,28.46288109,27.56288147,0
18/12/15 22,4.099040985,0.961095273,3.81362772,3.483471155,1.764332771,4.977501392,2.498289585,94.57293701,1,94.59134674,1,0,0,36.87980652,1,0,0,0,0,45.69297028,1,0,0,0,0,33.50878906,1,0,0,110.5649567,1,2.976160049,35.88312149,25.99051476,84.76795197,26.07336426,91.25564575,28.80447578,62.69113922,28.67388153,66.56532288,29.12835503,28.22835541,0
18/12/15 23,4.036389828,1.247679591,4.138376713,4.636188507,1.649023533,4.971318722,1.954803824,97.57727814,1,97.59656525,1,0,0,35.02266312,1,0,0,0,0,0,0,36.52913284,1,0,0,29.69592094,1,0,0,87.04085541,1,2.974738598,34.27361679,27.98477173,90.04530334,28.09122276,70.71081543,20.57626534,79.84374237,20.47175217,71.44239044,30.57347679,29.67347717,0
19/12/15 00,3.735623598,1.785208464,4.636987686,4.054926395,1.73754406,5.376824379,3.157538176,97.46885681,1,97.4881134,1,0,0,37.40724564,1,0,0,0,0,0,0,36.48947525,1,0,0,29.80298424,1,0,0,85.1263504,1,2.974790573,34.33201218,28.20972252,86.01909637,28.32998276,64.01276398,20.55232239,79.89196014,20.44710732,71.07711029,30.81270027,29.91270065,0
19/12/15 01,3.460904598,2.173770905,4.970616817,3.043337822,1.827013612,5.5,4.343474388,93.79077148,1,93.80895233,1,0,0,34.48201752,1,0,0,0,0,50.49959946,1,36.98407745,1,0,0,30.51772118,1,0,0,104.784935,1,2.976524115,36.29918289,26.8999691,89.87967682,26.96212578,83.31874847,22.04730415,80.48810577,21.9373703,70.25389862,30.00604057,29.10603905,0
19/12/15 02,3.476024151,2.463916302,5.189480305,2.539588451,1.930879235,5.5,4.466117859,95.33262634,1,95.35125732,1,0,0,0,0,0,0,0,0,50.48824692,1,36.48162842,1,0,0,31.30148888,1,0,0,91.3657608,1,2.975804329,35.47784042,28.51643181,75.9513092,28.47517967,84.85430145,21.29448318,80.65396881,21.17926216,66.86993408,31.11932755,30.21932602,0
19/12/15 03,3.366853237,2.887819767,4.955452919,2.693138361,2.1055336,5.464381695,3.709073305,97.97509003,1,97.99449158,1,0,0,0,0,0,0,0,0,49.41519928,1,34.74382401,1,0,0,30.98838997,1,0,0,80.65639496,1,2.974547386,34.05915451,28.46094894,73.84203339,28.42130661,86.89232635,20.27541542,82.6901474,20.16232109,66.91300964,30.98962021,30.08962059,0
19/12/15 04,3.100456238,3.208425283,4.626655579,3.238222122,2.672482252,5.5,3.292330265,96.80821228,1,96.82727051,1,0,0,0,0,0,0,0,0,47.38085938,1,36.20370865,1,0,0,28.12137604,1,0,0,81.74386597,1,2.975106001,34.68733978,28.9406414,66.35369873,28.9039669,91.14651489,21.24353409,81.09162903,21.14905167,76.92121124,31.46220398,30.56220436,0
19/12/15 05,2.938386917,3.564087152,4.055147171,4.31746006,2.836514711,5.5,4.717606544,97.99928284,1,98.01869202,1,0,0,0,0,0,0,0,0,44.77791214,1,34.16328812,1,0,0,25.36773109,1,0,0,75.08544922,1,2.974535942,34.04610443,29.12622643,72.52533722,29.09319687,95.79876709,21.69036865,85.06826019,21.61230087,84.90938568,31.59270668,30.69270706,0
19/12/15 06,2.867591381,4.176715851,3.708348274,4.500016212,3.655621052,5.494457245,4.999900818,97.10003662,1,97.1191864,1,0,0,0,0,0,0,0,0,0,0,36.29098511,1,0,0,0,0,0,0,59.61236954,1,2.974967003,34.53048706,31.67277145,76.57019806,31.67277145,68.44933319,26.79978752,86.43784332,26.79978752,59.3074913,33.90984726,33.00984573,0
19/12/15 07,2.868501186,4.800579071,3.681731701,3.548387766,4.014848232,5.172703266,3.474128246,96.58620453,1,96.60519409,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.43692398,1,2.97521162,34.80654907,32.20624542,76.5817337,32.20624542,53.34059906,30.57095528,63.09046173,30.57095528,50.31809235,34.43799591,33.53799438,0
19/12/15 08,2.880148649,5.11231184,3.681725025,2.597124577,3.277693272,4.854585648,1.775563002,95.98349762,1,96.00231934,1,0,0,0,0,0,0,0,0,51.51346588,1,0,0,0,0,33.29647827,1,0,0,74.21907043,1,2.975497484,35.12969208,30.33423996,75.05821228,30.29142189,84.60561371,27.56945229,63.58490372,27.44026375,66.018013,32.84065247,31.94065094,0
19/12/15 09,2.931093693,5.348699093,3.486836672,2.566416264,2.744991302,4.804546833,1.217247128,96.97970581,1,96.99881744,1,0,0,0,0,0,0,0,0,52.03076553,1,0,0,0,0,32.35757828,1,0,0,69.90013123,1,2.975024223,34.59518433,30.41738892,71.51540375,30.37377167,83.61932373,27.43457794,58.87508392,27.31205559,69.31434631,32.90427399,32.00427246,0
19/12/15 10,2.889962673,5.531619072,3.121778488,2.063709259,1.649950504,5.109339237,1.928755164,84.32471466,1,84.34021759,1,0,0,0,0,0,0,0,0,49.85903931,1,0,0,0,0,33.24630737,1,0,0,0,0,2.980722666,41.23427963,28.55451393,73.93489838,28.51420975,86.12876129,32.96220779,63.27746964,32.83338165,71.59779358,45.39670563,29.92875099,0
19/12/15 11,3.507761002,4.919626236,3.090582848,2.544804573,1.595172882,5.483558178,2.872483015,92.28227997,1,92.30002594,1,0,0,34.14677811,1,0,0,0,0,49.84254837,1,33.6816864,1,0,0,30.34789848,1,0,0,0,0,2.977218628,37.09809494,24.62440491,88.16581726,24.68569756,82.33221436,23.16391182,87.36019135,23.05510712,71.92831421,40.41521072,26.39994812,0
19/12/15 12,3.730680466,4.015646935,3.563914299,2.013668537,2.687901735,5.5,4.339959145,94.34547424,1,94.36381531,1,0,0,33.90429688,1,0,0,29.13123894,1,29.10878944,1,35.5429306,1,0,0,29.96035194,1,0,0,0,0,2.976266146,36.00424576,22.74946022,86.69322205,22.79595757,108.5306168,21.92563438,82.95230103,21.81938934,71.94664764,39.37560654,24.61427498,0
19/12/15 13,3.806494474,3.050466537,3.981452227,3.947834492,3.15337801,5.488377094,4.745693207,90.86297607,1,90.88031006,1,0,0,28.18601608,1,0,0,0,0,48.52585983,1,38.98770523,1,0,0,0,0,0,0,0,0,2.977863312,37.84552765,23.58821678,96.07289886,23.62108421,83.77518463,29.37254333,83.95619965,29.37254333,62.73466873,41.56106567,25.25859642,0
19/12/15 14,4.135554314,2.239145517,4.661792278,3.688514948,3.322911263,5.419482231,4.66084528,92.14170837,1,92.1594162,1,0,0,30.36237907,1,0,0,0,0,47.78850555,1,38.02103424,1,0,0,0,0,0,0,0,0,2.977282763,37.17230988,22.61254692,92.05957031,22.65699959,84.16396332,29.07223701,85.51555634,29.07223701,51.27588654,40.91506958,24.3077755,0
19/12/15 15,4.355480194,1.412915945,5.219916821,3.738037348,3.745999098,4.957969189,2.342563391,93.64817047,1,93.66630554,1,0,0,34.67120743,1,0,0,0,0,42.67977524,1,34.84887314,1,0,0,29.04442978,1,0,0,0,0,2.976590157,36.37490463,21.84934235,84.50927734,21.92360306,91.93939972,22.9498558,85.17746735,22.84955215,75.85515594,39.96323013,23.55934525,0
19/12/15 16,4.498883247,1.026247382,4.944365501,4.455116749,3.825541973,5.5,4.270035744,109.4427338,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.12784195,1,0,0,0,0,2.991346836,27.76863289,26.02624702,73.8514328,26.02624702,71.95511627,30.38063049,65.1002121,30.25971413,73.07904816,40.05045319,27.21624756,0
19/12/15 17,4.720386505,1.02624917,4.616475105,4.455099106,3.522447348,5.5,4.761072159,113.4309082,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.11066437,1,0,0,0,0,2.990753889,25.51723862,26.02624893,66.34351349,26.02624893,70.89099884,29.32307625,64.40332031,29.21584129,78.85939789,38.39916611,27.21624947,0
19/12/15 18,4.740722179,1.02625072,4.044966221,3.958628893,3.112472296,5.272166729,3.791634083,111.9148636,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.990981579,26.37651443,26.02625084,66.02059937,26.02625084,69.84944916,32.45296478,62.33097839,32.45296478,61.13539505,39.13811874,27.21625137,0
19/12/15 19,4.86634016,1.02625227,3.480359316,3.337299585,2.396452665,5.071968555,3.159361362,112.8553543,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.990840673,25.84392548,26.02625275,65.20739746,26.02625275,61.36541748,32.26244736,58.52655029,32.26244736,53.94842911,38.78079987,27.21625137,0
19/12/15 20,4.787691593,0.581360161,3.044815302,2.949584007,1.491407156,4.891240597,1.98063767,113.8593216,1,0,0,0,0,35.16189575,1,0,0,0,0,43.58199692,1,36.98130035,1,0,0,30.15520859,1,0,0,0,0,2.990689039,25.27368927,20.86517143,82.68632507,20.94099045,89.56432343,21.70508194,80.14963531,21.59755516,71.0973053,37.99205399,22.59189224,0
19/12/15 21,4.280417442,0.405897915,3.355590105,4.138869762,1.567327619,5.26969862,3.05185461,118.7323761,1,0,0,0,0,36.00368881,1,0,0,0,0,49.15650558,1,34.98923492,1,0,0,30.98928833,1,0,0,92.27596283,1,2.989937544,22.48051834,24.84597969,85.19654083,24.91875839,83.88608551,19.23340797,81.22689056,19.12030792,65.86803436,27.87489319,26.97489166,0
19/12/15 22,3.764742374,0.469945252,3.718780518,3.688771725,2.013075829,5.178592205,2.340627432,115.1721039,1,0,0,0,0,29.60189056,1,0,0,0,0,46.00733185,1,36.70078659,1,0,0,28.81646347,1,0,0,102.3819885,1,2.990489244,24.52534485,25.56040573,96.09844208,25.6036396,90.25200653,21.43028259,80.38288116,21.33143044,75.03010559,28.52717781,27.62717819,0
19/12/15 23,3.454152346,0.749423623,4.403285027,4.694694996,2.109719038,5.5,4.272582531,121.3175735,1,0,0,0,0,35.53938293,1,0,0,0,0,0,0,33.26553345,1,0,0,30.45009804,1,0,0,70.07740784,1,2.989528179,20.98189545,26.44996643,87.6166153,26.55934525,62.52831268,18.05737305,82.93569183,17.94790077,66.49552917,28.94619751,28.04619789,0
20/12/15 00,2.89915967,1.100637317,4.816876411,3.060429096,2.819424391,5.428544998,3.488170624,121.7528992,1,0,0,0,0,36.71198273,1,0,0,0,0,0,0,34.11332321,1,0,0,30.28237152,1,0,0,66.14285278,1,2.989458323,20.728405,26.55536079,85.63750458,26.67151642,70.26902008,17.55503082,81.03376007,17.446661,66.53350067,29.0443306,28.14433098,0
20/12/15 01,2.345736027,1.081586242,5.128972054,3.961270332,3.178404331,5.464217663,3.044919729,115.6981583,1,0,0,0,0,32.76098251,1,0,0,0,0,49.09311676,1,32.73674393,1,0,0,30.43994713,1,0,0,96.85556793,1,2.990408659,24.22461128,25.71992683,91.51644897,25.77483177,84.86068726,21.4562149,87.18661499,21.34679985,69.91912842,28.72676468,27.82676315,0
20/12/15 02,2.16174531,1.36992681,5.254657745,3.96617341,4.198058605,5.5,4.001832962,120.8672638,1,0,0,0,0,0,0,0,0,0,0,47.84796143,1,0,0,0,0,31.60055733,1,0,0,71.4249649,1,2.989599943,21.24376297,26.64711571,68.51389313,26.60976982,88.00862122,24.53562355,65.21960449,24.41835594,69.08177185,29.11338997,28.21339035,0
20/12/15 03,1.747197032,1.607428551,4.726900101,4.599983692,3.823304176,5.5,3.841138601,116.6182556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.1086235,1,0,0,66.08841705,1,2.990267038,23.69743538,29.62833405,76.18209076,29.62833405,69.34072113,26.91083336,64.13314056,26.80361176,76.45388794,31.89633369,30.99633408,0
20/12/15 04,1.675118327,2.293129444,4.53751421,3.76949811,3.291109085,5.498819351,4.994364262,119.065094,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.46540451,1,2.98988533,22.28829002,29.55065536,74.51223755,29.55065536,71.26950073,28.4077034,62.06224823,28.4077034,59.681633,31.77367592,30.8736763,0
20/12/15 05,1.470942378,2.875879049,4.260331154,3.76947999,2.510556459,5.194540024,3.555842876,119.1941452,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.28232574,1,2.989865065,22.21367836,29.83348083,76.76028442,29.83348083,57.52703094,28.31020355,64.3105545,28.31020355,57.58548737,32.03882599,31.13882828,0
20/12/15 06,1.210073352,3.151166439,4.165660858,2.841223478,2.510548592,5.040128708,2.631620646,121.091217,1,0,0,0,0,0,0,0,0,0,0,48.5737381,1,0,0,0,0,30.86812592,1,0,0,56.0887413,1,2.98956418,21.11356926,28.02952385,77.06565857,27.99112129,88.05290985,24.38718414,62.92897797,24.27490044,71.42889404,30.42644119,29.52644157,0
20/12/15 07,0.943036973,3.262362719,4.165653706,3.569536924,1.999658585,5.42995882,3.646496534,97.07929993,1,97.09844208,1,0,0,0,0,0,0,0,0,50.11880875,1,0,0,0,0,29.67301369,1,0,0,77.66772461,1,2.974976778,34.54164124,28.67393684,76.90888214,28.63324165,85.74066925,26.59922981,58.1297493,26.49486351,77.53726959,31.19002724,30.29002762,0
20/12/15 08,1.063373208,3.544547319,4.108566761,3.732834578,1.570628643,5.499980927,5,97.57132721,1,97.59061432,1,0,0,0,0,0,0,0,0,47.3190918,1,38.14665222,1,0,0,0,0,0,0,73.54057312,1,2.974741459,34.27682114,28.92267609,65.83560181,28.88608932,91.23929596,25.25242424,81.45710754,25.25242424,58.8533287,31.39689064,30.49689102,0
20/12/15 09,1.162519813,3.913283825,3.537058115,4.352860451,1.712884307,5.157928467,3.374073029,95.06802368,1,95.08657074,1,0,0,0,0,0,0,0,0,0,0,37.27894974,1,0,0,0,0,0,0,63.70794678,1,2.975928545,35.61914825,31.7360611,76.4370575,31.7360611,71.04769135,26.52549553,84.36108398,26.52549553,50.24044037,33.99238586,33.09238434,0
20/12/15 10,1.33146286,4.556976318,3.537050724,3.924876928,2.221093178,4.915046215,2.027597666,93.20944214,1,93.22745514,1,0,0,0,0,0,0,0,0,0,0,34.94509125,1,0,0,31.72583961,1,0,0,65.05477905,1,2.976792812,36.60761261,32.49140549,76.43704987,32.49140549,53.71706772,21.36696625,83.4393158,21.24883652,65.47795105,34.75431061,33.85430908,0
20/12/15 11,1.559733629,5.042210579,3.537044287,2.537119627,2.833801746,4.822441578,1.385067821,98.88367462,1,98.90335083,1,0,0,0,0,0,0,0,0,47.97494888,1,32.19228363,1,0,0,29.71748734,1,0,0,59.34790421,1,2.974108696,33.56816483,29.98675537,65.26407623,29.94922638,91.11732483,20.0845089,86.6732254,19.97985458,70.88159943,32.39417267,31.49417305,0
20/12/15 12,1.416555762,5.135662556,3.022043943,3.646592855,3.872962952,5.21538353,2.574941397,96.84947205,1,96.86854553,1,0,0,30.88916779,1,0,0,0,0,49.29973602,1,35.45632553,1,0,0,31.00661278,1,0,0,68.93333435,1,2.975086451,34.66517258,29.49322891,98.1659317,29.53811646,88.22998047,19.81507683,80.99745941,19.70185852,66.3912735,32.30426407,31.40426445,0
20/12/15 13,1.427499056,5.021727085,3.760000467,4.248509407,3.927262306,5.274974823,2.278104544,94.09357452,1,94.11183929,1,0,0,36.97441483,1,0,0,0,0,51.02334595,1,35.29358673,1,0,0,30.7259407,1,0,0,81.53587341,1,2.976383448,36.13825989,29.33569145,87.9406662,29.41132355,84.7206955,21.18023872,82.64556122,21.0689106,68.69689941,32.33368683,31.43368721,0
20/12/15 14,1.710147977,5.003628731,4.195588112,3.711461067,3.361212969,5.5,2.945141077,95.11799622,1,95.13656616,1,0,0,37.98445892,1,0,0,0,0,48.52869797,1,0,0,0,0,28.41982269,1,0,0,79.99146271,1,2.975904942,35.59246063,29.32721901,86.05904388,29.41260529,89.55859375,27.98789024,62.28317261,27.89154053,82.78089142,32.30573273,31.4057312,0
20/12/15 15,1.924615502,4.950747013,4.546527863,4.485935211,2.601893663,5.497944832,4.950089931,95.3659668,1,95.38460541,1,0,0,37.04734039,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.22299194,1,2.975788593,35.4600296,30.71606255,89.18772125,30.83419037,54.27811432,30.41111946,58.731987,30.41111946,58.95622253,33.24573135,32.34572983,0
20/12/15 16,2.180564165,5.169779301,4.992463112,2.820279598,1.506853223,5.160356522,3.356720686,97.84281921,1,97.86218262,1,0,0,37.65426636,1,0,0,0,0,51.53035355,1,0,0,0,0,0,0,0,0,70.8210144,1,2.974611282,34.13056183,29.22771072,86.57862854,29.30660248,83.58518982,29.70466614,61.490242,29.70466614,50.22830963,32.18256378,31.28256416,0
20/12/15 17,2.01987958,4.973194122,5.243501663,2.298713446,2.047364235,4.915649891,2.016876698,96.87888336,1,96.89796448,1,0,0,0,0,0,0,0,0,51.36575317,1,34.49737167,1,0,0,28.60681915,1,0,0,69.26699829,1,2.975072384,34.64936829,30.04746437,74.38111115,30.00487518,84.61979675,20.98464012,83.81018829,20.88711548,75.21914673,32.52635574,31.62635422,0
20/12/15 18,1.978340387,5.157361984,4.925972939,2.354465246,2.749366999,5.44797039,3.852371454,98.29420471,1,98.31370544,1,0,0,0,0,0,0,0,0,51.97578049,1,35.91250992,1,0,0,28.49506378,1,0,0,62.52996826,1,2.974393606,33.88689423,30.05947113,74.04850006,30.01593971,83.3757782,19.95492935,80.32386017,19.85810661,74.52307129,32.50914001,31.60913849,0
20/12/15 19,1.875478029,5.195377827,4.607757568,2.117753506,2.846558571,5.473454952,4.889359951,93.02129364,1,93.03924561,1,0,0,0,0,0,0,39.34951782,1,39.32526779,1,37.2958107,1,0,0,0,0,0,0,86.98375702,1,2.976879597,36.70729065,29.83141518,77.50775909,29.73760986,104.5294113,27.7597065,85.56303406,27.7597065,62.76973343,32.64631271,31.7463131,0
20/12/15 20,2.162403107,5.287521362,4.607750416,2.511129141,3.407815456,5.402671337,4.649811745,94.86199951,1,94.88048553,1,0,0,0,0,0,0,36.78820419,1,36.76437378,1,38.1003952,1,0,0,0,0,0,0,78.84068298,1,2.976025105,35.7290535,29.93710709,74.55764008,29.85429764,107.8825836,26.95195198,83.24461365,26.95195198,60.29713821,32.65246201,31.75246239,0
20/12/15 21,2.333386421,5.348182678,4.329298973,3.583678246,3.548126936,5.135647774,3.449767351,96.38666534,1,96.4056015,1,0,0,0,0,0,0,0,0,51.31951904,1,37.88670349,1,0,0,0,0,0,0,69.76311493,1,2.975306511,34.91360855,30.43802261,66.05632782,30.39550591,85.11064911,26.45894051,83.15644073,26.45894051,50.29040527,32.91915894,32.01916122,0
20/12/15 22,2.311751127,5.529192448,3.757790565,3.435712099,3.634913921,4.880578995,2.04529047,91.2478714,1,91.26531982,1,0,0,0,0,0,0,0,0,50.95772171,1,32.95690155,1,0,0,32.11923981,1,0,0,0,0,2.977689266,37.6432457,28.47064018,66.96579742,28.4286747,83.86994171,22.92254829,88.3065567,22.80169106,65.6513443,40.68018723,29.85246658,0
20/12/15 23,2.709004402,4.988276482,3.228519917,2.893533707,4.157583237,4.830915928,1.461541057,91.97847748,1,91.99613953,1,0,0,0,0,0,0,0,0,47.82036209,1,0,0,0,0,33.49518204,1,0,0,0,0,2.977357149,37.25843048,28.15828705,70.51654053,28.12098122,89.57064056,29.20272636,60.28767395,29.07210732,66.90731049,40.68796158,29.51881409,0
21/12/15 00,3.06047821,4.333361626,3.188927889,3.806957483,3.062542677,4.954351425,1.380823731,86.29840088,1,86.31445313,1,0,0,32.03701019,1,0,0,0,0,48.257061,1,0,0,0,0,34.36981583,1,0,0,0,0,2.979878664,40.22087097,24.46469879,91.396698,24.51701546,85.16611481,31.9743557,64.84095001,31.83734894,66.32998657,44.20674133,26.19023132,0
21/12/15 01,3.59508872,3.48465848,3.760224342,3.995274782,3.008447409,5.042198658,1.165204287,86.65148163,1,86.66763306,1,0,0,35.8953476,1,0,0,0,0,44.57227707,1,0,0,0,0,23.66666412,1,23.62929344,1,0,0,2.979725838,40.0387001,23.57569313,84.11777496,23.65435791,90.69564056,29.70729256,62.98740387,29.45982552,96.86929321,43.94388962,25.32416916,0
21/12/15 02,4.115686417,2.882683992,4.083339691,4.285151005,2.415393591,5.5,4.159276485,87.18315125,1,87.19944763,1,0,0,29.56621552,1,0,0,0,0,0,0,0,0,0,0,31.22454453,1,0,0,0,0,2.97949481,39.76388931,27.05375671,97.64228058,27.13154793,59.46977615,32.46641159,63.35249329,32.35171509,78.30400848,43.92338562,28.39154243,0
21/12/15 03,4.575046539,2.414712191,4.781459332,2.933372974,2.01915741,5.41703558,4.592935562,104.5064545,1,0,0,0,0,31.39434433,1,0,0,0,0,46.26818085,1,0,0,0,0,0,0,0,0,0,0,2.992055893,30.51483917,22.83535576,90.75090027,22.88719368,87.08682251,35.14971924,63.6216011,35.14971924,51.20495987,42.86506271,24.53091621,0
